pathway,collection,n_hit_in_set,n_set,n_hit,n_background,odds_ratio,p_value,padj,draw,contrast,direction,n_sig_hits,label
KEGG_PYRUVATE_METABOLISM,KEGG,3,36,1136,7481,0.5064974149043459,0.9269366834906092,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
HALLMARK_UV_RESPONSE_DN,Hallmark,9,87,1136,7481,0.6416628849162959,0.9277814139817455,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
HALLMARK_KRAS_SIGNALING_DN,Hallmark,12,111,1136,7481,0.6736010325530948,0.9286360362450929,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
HALLMARK_CHOLESTEROL_HOMEOSTASIS,Hallmark,4,46,1136,7481,0.5303257820770931,0.9341928438661669,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_ARGININE_AND_PROLINE_METABOLISM,KEGG,3,37,1136,7481,0.4915238052791737,0.9350791471626138,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_CHEMOKINE_SIGNALING_PATHWAY,KEGG,15,137,1136,7481,0.6825682637884026,0.9402575633254113,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,KEGG,15,137,1136,7481,0.6825682637884026,0.9402575633254113,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_SMALL_CELL_LUNG_CANCER,KEGG,4,48,1136,7481,0.5060615425576968,0.947072369906643,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
HALLMARK_E2F_TARGETS,Hallmark,10,99,1136,7481,0.624299379741806,0.9471636075660048,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_MTOR_SIGNALING_PATHWAY,KEGG,3,40,1136,7481,0.45145493987206486,0.9547427206907484,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
HALLMARK_ANDROGEN_RESPONSE,Hallmark,5,59,1136,7481,0.51506935893913,0.9571798847983963,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,KEGG,3,41,1136,7481,0.4395057458218966,0.9599500408576438,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_PURINE_METABOLISM,KEGG,8,86,1136,7481,0.5698682922804972,0.9609659687846439,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,KEGG,6,69,1136,7481,0.5294946629385869,0.9618319040615967,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,KEGG,4,51,1136,7481,0.4735368307225094,0.9621103089579266,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
HALLMARK_SPERMATOGENESIS,Hallmark,5,61,1136,7481,0.4965177204332579,0.9652905529250927,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
HALLMARK_DNA_REPAIR,Hallmark,6,70,1136,7481,0.5211390950948158,0.9654448896820291,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_PPAR_SIGNALING_PATHWAY,KEGG,3,43,1136,7481,0.41739962939991015,0.9687213305386437,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
HALLMARK_MITOTIC_SPINDLE,Hallmark,6,72,1136,7481,0.5051874932247766,0.9717490100081217,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG,4,54,1136,7481,0.44491067208490065,0.9730996903519296,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_JAK_STAT_SIGNALING_PATHWAY,KEGG,15,150,1136,7481,0.6155579980427204,0.9764679496976869,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,KEGG,6,74,1136,7481,0.4901741440103516,0.9769781427666431,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_PARKINSONS_DISEASE,KEGG,3,46,1136,7481,0.3880959504817155,0.9785471733806101,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,KEGG,3,47,1136,7481,0.3792159962269131,0.981110488639521,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
HALLMARK_MTORC1_SIGNALING,Hallmark,11,123,1136,7481,0.5441892980866802,0.9858609347329663,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_HUNTINGTONS_DISEASE,KEGG,4,61,1136,7481,0.3898422383350138,0.9882408668830377,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_GNRH_SIGNALING_PATHWAY,KEGG,4,62,1136,7481,0.3830603491235887,0.9895821771736554,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_TIGHT_JUNCTION,KEGG,4,62,1136,7481,0.3830603491235887,0.9895821771736554,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,6,83,1136,7481,0.4322603662409111,0.9911652631073351,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_MELANOGENESIS,KEGG,3,58,1136,7481,0.3028473480164817,0.9955382878729593,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG,7,99,1136,7481,0.42144392125582864,0.995635146156166,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_RENAL_CELL_CARCINOMA,KEGG,3,59,1136,7481,0.2973923705969662,0.9961002195474258,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
HALLMARK_INTERFERON_ALPHA_RESPONSE,Hallmark,3,60,1136,7481,0.2921287862612686,0.9965930769834563,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG,5,88,1136,7481,0.3335679940168105,0.9984663892902339,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
HALLMARK_INTERFERON_GAMMA_RESPONSE,Hallmark,11,148,1136,7481,0.4431027906840365,0.9986795757235608,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_INSULIN_SIGNALING_PATHWAY,KEGG,4,84,1136,7481,0.2767523044095902,0.9993705841820784,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
HALLMARK_FATTY_ACID_METABOLISM,Hallmark,5,110,1136,7481,0.2627546802153615,0.9999081303321536,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
HALLMARK_PI3K_AKT_MTOR_SIGNALING,Hallmark,3,87,1136,7481,0.19738260620771558,0.9999235005365802,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
HALLMARK_MYC_TARGETS_V1,Hallmark,3,125,1136,7481,0.13507961852946374,0.9999997322790738,0.9999997322790738,Arterial,Spine_vs_Laparoscopic,up,718,Arterial · Spine / Laparoscopic · higher in 1st
KEGG_SPLICEOSOME,KEGG,26,65,1306,7481,3.1951573623292906,1.4269175151749717e-5,0.002411490600645702,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_PROTEASOME,KEGG,13,28,1306,7481,4.12779774462219,3.666623183748066e-4,0.01778922836258828,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
HALLMARK_HEME_METABOLISM,Hallmark,31,98,1306,7481,2.216254817760557,4.1754087545756966e-4,0.01778922836258828,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
HALLMARK_MYC_TARGETS_V1,Hallmark,37,125,1306,7481,2.0166227328761477,5.263085314375231e-4,0.01778922836258828,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_ENDOCYTOSIS,KEGG,37,125,1306,7481,2.0166227328761477,5.263085314375231e-4,0.01778922836258828,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_PENTOSE_PHOSPHATE_PATHWAY,KEGG,10,20,1306,7481,4.755554044552656,8.597898039879987e-4,0.024217412812328632,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,13,31,1306,7481,3.438289177800307,0.0012053916092336036,0.02910159742292557,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,KEGG,22,67,1306,7481,2.3336907693667954,0.0016104176065210648,0.034020071937757496,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
HALLMARK_PI3K_AKT_MTOR_SIGNALING,Hallmark,25,87,1306,7481,1.9239054451661652,0.006100788833738036,0.11455925698908091,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,KEGG,35,137,1306,7481,1.6394234382954551,0.010415525094561576,0.17602237409809063,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG,16,54,1306,7481,2.002949161976552,0.018962197240794558,0.2862090119372427,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_PARKINSONS_DISEASE,KEGG,14,46,1306,7481,2.0799480104147565,0.021613950061888213,0.2862090119372427,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_GLUTATHIONE_METABOLISM,KEGG,13,42,1306,7481,2.1305433527615314,0.022946501268543362,0.2862090119372427,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,KEGG,21,78,1306,7481,1.7539270725944358,0.023757360006250932,0.2862090119372427,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,KEGG,11,34,1306,7481,2.2717058706459836,0.025403166739991954,0.2862090119372427,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_PRION_DISEASES,KEGG,12,39,1306,7481,2.111397534479689,0.029611739449653954,0.3127739979369699,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_PURINE_METABOLISM,KEGG,22,86,1306,7481,1.6358953561950305,0.03643552904446653,0.35955514747296724,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_PYRUVATE_METABOLISM,KEGG,11,36,1306,7481,2.0893607474165936,0.03829581452374799,0.35955514747296724,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_MAPK_SIGNALING_PATHWAY,KEGG,42,191,1306,7481,1.3437732172672066,0.06065904201652612,0.539546215831206,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
HALLMARK_TGF_BETA_SIGNALING,Hallmark,12,44,1306,7481,1.7800701183376009,0.0696294594408198,0.5883689322749273,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
HALLMARK_MTORC1_SIGNALING,Hallmark,28,123,1306,7481,1.4021190168247375,0.07771137124080878,0.6031338101203578,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_RIBOSOME,KEGG,6,18,1306,7481,2.370035429762916,0.07851446048904066,0.6031338101203578,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG,23,99,1306,7481,1.4385402087145442,0.08552039697387594,0.6283890038515232,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,KEGG,9,32,1306,7481,1.8558409023824614,0.09184970278258162,0.6449965382169798,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,KEGG,13,51,1306,7481,1.623615976739738,0.09541368908535204,0.6449965382169798,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_OOCYTE_MEIOSIS,KEGG,12,47,1306,7481,1.6267211840082343,0.10536923489766097,0.6703124786503756,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,KEGG,4,11,1306,7481,2.706551332662799,0.10941164028447857,0.6703124786503756,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_TIGHT_JUNCTION,KEGG,15,62,1306,7481,1.514808531049883,0.11105768877047643,0.6703124786503756,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_MELANOMA,KEGG,17,74,1306,7481,1.415492546828231,0.13617548559030065,0.78119280935934,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_REGULATION_OF_AUTOPHAGY,KEGG,8,30,1306,7481,1.723619473911404,0.13867327976793017,0.78119280935934,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_ADHERENS_JUNCTION,KEGG,14,60,1306,7481,1.4436861095712181,0.1508212282658579,0.8222189540945155,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_PROPANOATE_METABOLISM,KEGG,5,17,1306,7481,1.973678952160105,0.16137413386595736,0.8507560510698947,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
HALLMARK_SPERMATOGENESIS,Hallmark,14,61,1306,7481,1.4127441493291535,0.16612396263494986,0.8507560510698947,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_VIRAL_MYOCARDITIS,KEGG,8,32,1306,7481,1.5794954372420196,0.18266079573140712,0.9079316023119942,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,KEGG,7,28,1306,7481,1.5790493230174485,0.20491109270664204,0.9813587501897181,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG,9,39,1306,7481,1.4212804577030125,0.23030953052518258,0.9813587501897181,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_LONG_TERM_DEPRESSION,KEGG,9,39,1306,7481,1.4212804577030125,0.23030953052518258,0.9813587501897181,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
HALLMARK_DNA_REPAIR,Hallmark,15,70,1306,7481,1.2928178664668628,0.23042974997934293,0.9813587501897181,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_THYROID_CANCER,KEGG,6,24,1306,7481,1.578603895091417,0.23108782701483102,0.9813587501897181,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_LONG_TERM_POTENTIATION,KEGG,7,29,1306,7481,1.507041761936479,0.2322742603999333,0.9813587501897181,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_MTOR_SIGNALING_PATHWAY,KEGG,9,40,1306,7481,1.3752166737843456,0.25454753704577654,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
HALLMARK_BILE_ACID_METABOLISM,Hallmark,10,46,1306,7481,1.3157472000055013,0.2741537063113549,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_PATHWAYS_IN_CANCER,KEGG,49,259,1306,7481,1.1072747261934484,0.2881049512851301,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,KEGG,10,47,1306,7481,1.2799837265451626,0.29813747374541955,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_PHENYLALANINE_METABOLISM,KEGG,4,16,1306,7481,1.5777150918099878,0.3010833147833937,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,22,112,1306,7481,1.1583835850831918,0.30562057440003,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,KEGG,14,70,1306,7481,1.183955528240892,0.3326316666143392,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_TRYPTOPHAN_METABOLISM,KEGG,5,22,1306,7481,1.3920717765335398,0.33621256908121955,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_FOLATE_BIOSYNTHESIS,KEGG,3,12,1306,7481,1.5772717133042307,0.35076527151190917,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_TGF_BETA_SIGNALING_PATHWAY,KEGG,16,82,1306,7481,1.1479766450649171,0.35434293691855584,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_ACUTE_MYELOID_LEUKEMIA,KEGG,9,44,1306,7481,1.2172518639235406,0.3579501706018063,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
HALLMARK_FATTY_ACID_METABOLISM,Hallmark,21,110,1306,7481,1.1175397045401134,0.36254044891104936,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,KEGG,5,23,1306,7481,1.314533720103461,0.3737898702157526,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
HALLMARK_MITOTIC_SPINDLE,Hallmark,14,72,1306,7481,1.1428330325523643,0.37430543882929446,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_VIBRIO_CHOLERAE_INFECTION,KEGG,4,18,1306,7481,1.351924709542184,0.3871643310813268,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,KEGG,5,24,1306,7481,1.2451564476922063,0.41134303947915296,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_BLADDER_CANCER,KEGG,9,46,1306,7481,1.1510777101457181,0.41163968231156506,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,KEGG,14,74,1306,7481,1.1043705094241412,0.4166109535970506,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,KEGG,8,41,1306,7481,1.1470649750699726,0.4266606247495875,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,KEGG,13,69,1306,7481,1.098603318076957,0.4293638441687928,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
HALLMARK_G2M_CHECKPOINT,Hallmark,16,86,1306,7481,1.0817333677967098,0.43301239027632615,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,KEGG,7,36,1306,7481,1.1420639447260224,0.4434789307604501,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_TYPE_II_DIABETES_MELLITUS,KEGG,5,25,1306,7481,1.1826836680347803,0.4485446985890619,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_COLORECTAL_CANCER,KEGG,10,53,1306,7481,1.1003542991570612,0.4488063771702436,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,KEGG,3,14,1306,7481,1.2901211560950738,0.45270330511652535,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_PYRIMIDINE_METABOLISM,KEGG,11,59,1306,7481,1.0842568155754913,0.45788894150663234,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_RENAL_CELL_CARCINOMA,KEGG,11,59,1306,7481,1.0842568155754913,0.45788894150663234,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
HALLMARK_WNT_BETA_CATENIN_SIGNALING,Hallmark,6,31,1306,7481,1.135401778911048,0.4626614774418609,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
HALLMARK_E2F_TARGETS,Hallmark,18,99,1306,7481,1.0514156057916442,0.46572448037672376,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_INOSITOL_PHOSPHATE_METABOLISM,KEGG,5,26,1306,7481,1.1262553238095336,0.4851046138732515,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_VEGF_SIGNALING_PATHWAY,KEGG,11,61,1306,7481,1.0405402833038335,0.5055218391442755,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_INSULIN_SIGNALING_PATHWAY,KEGG,15,84,1306,7481,1.028187324670475,0.5065971833769124,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG,19,107,1306,7481,1.0211631333825706,0.5075077179748126,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG,10,56,1306,7481,1.028078602777714,0.5236732925503229,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_GNRH_SIGNALING_PATHWAY,KEGG,11,62,1306,7481,1.0199699533423416,0.5289253982477916,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
KEGG_PANCREATIC_CANCER,KEGG,11,62,1306,7481,1.0199699533423416,0.5289253982477916,0.999982143833992,Arterial,Spine_vs_Laparoscopic,down,915,Arterial · Spine / Laparoscopic · higher in 2nd
